comarca,serventia,data_futura,horizonte_meses,taxa_prevista,mes_no_horizonte
ACREÚNA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-08-31,12,96.51,10
ACREÚNA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-09-30,12,96.74,11
ACREÚNA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-10-31,12,96.98,12
ALEXÂNIA,Vara Judicial,2025-11-30,12,97.18,1
ALEXÂNIA,Vara Judicial,2025-12-31,12,97.69,2
ALEXÂNIA,Vara Judicial,2026-01-31,12,98.21,3
ALEXÂNIA,Vara Judicial,2026-02-28,12,98.68,4
ALEXÂNIA,Vara Judicial,2026-03-31,12,99.2,5
ALEXÂNIA,Vara Judicial,2026-04-30,12,99.7,6
ALEXÂNIA,Vara Judicial,2026-05-31,12,100.0,7
ALEXÂNIA,Vara Judicial,2026-06-30,12,100.0,8
ALEXÂNIA,Vara Judicial,2026-07-31,12,100.0,9
ALEXÂNIA,Vara Judicial,2026-08-31,12,100.0,10
ALEXÂNIA,Vara Judicial,2026-09-30,12,100.0,11
ALEXÂNIA,Vara Judicial,2026-10-31,12,100.0,12
ALTO PARAÍSO DE GOIÁS,Vara Judicial,2025-11-30,12,95.86,1
ALTO PARAÍSO DE GOIÁS,Vara Judicial,2025-12-31,12,95.94,2
ALTO PARAÍSO DE GOIÁS,Vara Judicial,2026-01-31,12,96.03,3
ALTO PARAÍSO DE GOIÁS,Vara Judicial,2026-02-28,12,96.1,4
ALTO PARAÍSO DE GOIÁS,Vara Judicial,2026-03-31,12,96.19,5
ALTO PARAÍSO DE GOIÁS,Vara Judicial,2026-04-30,12,96.27,6
ALTO PARAÍSO DE GOIÁS,Vara Judicial,2026-05-31,12,96.35,7
ALTO PARAÍSO DE GOIÁS,Vara Judicial,2026-06-30,12,96.44,8
ALTO PARAÍSO DE GOIÁS,Vara Judicial,2026-07-31,12,96.52,9
ALTO PARAÍSO DE GOIÁS,Vara Judicial,2026-08-31,12,96.61,10
ALTO PARAÍSO DE GOIÁS,Vara Judicial,2026-09-30,12,96.69,11
ALTO PARAÍSO DE GOIÁS,Vara Judicial,2026-10-31,12,96.77,12
ALVORADA DO NORTE,Vara Judicial,2025-11-30,12,96.02,1
ALVORADA DO NORTE,Vara Judicial,2025-12-31,12,96.26,2
ALVORADA DO NORTE,Vara Judicial,2026-01-31,12,96.5,3
ALVORADA DO NORTE,Vara Judicial,2026-02-28,12,96.72,4
ALVORADA DO NORTE,Vara Judicial,2026-03-31,12,96.96,5
ALVORADA DO NORTE,Vara Judicial,2026-04-30,12,97.2,6
ALVORADA DO NORTE,Vara Judicial,2026-05-31,12,97.44,7
ALVORADA DO NORTE,Vara Judicial,2026-06-30,12,97.67,8
ALVORADA DO NORTE,Vara Judicial,2026-07-31,12,97.91,9
ALVORADA DO NORTE,Vara Judicial,2026-08-31,12,98.15,10
ALVORADA DO NORTE,Vara Judicial,2026-09-30,12,98.39,11
ALVORADA DO NORTE,Vara Judicial,2026-10-31,12,98.63,12
ANICUNS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2025-11-30,12,100.0,1
ANICUNS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2025-12-31,12,100.0,2
ANICUNS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-01-31,12,100.0,3
ANICUNS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-02-28,12,100.0,4
ANICUNS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-03-31,12,100.0,5
ANICUNS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-04-30,12,100.0,6
ANICUNS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-05-31,12,100.0,7
ANICUNS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-06-30,12,100.0,8
ANICUNS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-07-31,12,100.0,9
ANICUNS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-08-31,12,100.0,10
ANICUNS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-09-30,12,100.0,11
ANICUNS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-10-31,12,100.0,12
ANICUNS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2025-11-30,12,91.31,1
ANICUNS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2025-12-31,12,91.85,2
ANICUNS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-01-31,12,92.39,3
ANICUNS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-02-28,12,92.87,4
ANICUNS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-03-31,12,93.41,5
ANICUNS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-04-30,12,93.93,6
ANICUNS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-05-31,12,94.47,7
ANICUNS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-06-30,12,94.99,8
ANICUNS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-07-31,12,95.53,9
ANICUNS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-08-31,12,96.07,10
ANICUNS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-09-30,12,96.59,11
ANICUNS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-10-31,12,97.13,12
ANÁPOLIS,1ª Vara Criminal,2025-11-30,12,100.0,1
ANÁPOLIS,1ª Vara Criminal,2025-12-31,12,100.0,2
ANÁPOLIS,1ª Vara Criminal,2026-01-31,12,100.0,3
ANÁPOLIS,1ª Vara Criminal,2026-02-28,12,100.0,4
ANÁPOLIS,1ª Vara Criminal,2026-03-31,12,100.0,5
ANÁPOLIS,1ª Vara Criminal,2026-04-30,12,100.0,6
ANÁPOLIS,1ª Vara Criminal,2026-05-31,12,100.0,7
ANÁPOLIS,1ª Vara Criminal,2026-06-30,12,100.0,8
ANÁPOLIS,1ª Vara Criminal,2026-07-31,12,100.0,9
ANÁPOLIS,1ª Vara Criminal,2026-08-31,12,100.0,10
ANÁPOLIS,1ª Vara Criminal,2026-09-30,12,100.0,11
ANÁPOLIS,1ª Vara Criminal,2026-10-31,12,100.0,12
ANÁPOLIS,1ª Vara Cível,2025-11-30,12,95.38,1
ANÁPOLIS,1ª Vara Cível,2025-12-31,12,95.45,2
ANÁPOLIS,1ª Vara Cível,2026-01-31,12,95.52,3
ANÁPOLIS,1ª Vara Cível,2026-02-28,12,95.58,4
ANÁPOLIS,1ª Vara Cível,2026-03-31,12,95.65,5
ANÁPOLIS,1ª Vara Cível,2026-04-30,12,95.72,6
ANÁPOLIS,1ª Vara Cível,2026-05-31,12,95.79,7
ANÁPOLIS,1ª Vara Cível,2026-06-30,12,95.86,8
ANÁPOLIS,1ª Vara Cível,2026-07-31,12,95.93,9
ANÁPOLIS,1ª Vara Cível,2026-08-31,12,95.99,10
ANÁPOLIS,1ª Vara Cível,2026-09-30,12,96.06,11
ANÁPOLIS,1ª Vara Cível,2026-10-31,12,96.13,12
ANÁPOLIS,1ª Vara de Família e Sucessões,2025-11-30,12,91.61,1
ANÁPOLIS,1ª Vara de Família e Sucessões,2025-12-31,12,92.33,2
ANÁPOLIS,1ª Vara de Família e Sucessões,2026-01-31,12,93.04,3
ANÁPOLIS,1ª Vara de Família e Sucessões,2026-02-28,12,93.69,4
ANÁPOLIS,1ª Vara de Família e Sucessões,2026-03-31,12,94.4,5
ANÁPOLIS,1ª Vara de Família e Sucessões,2026-04-30,12,95.09,6
ANÁPOLIS,1ª Vara de Família e Sucessões,2026-05-31,12,95.81,7
ANÁPOLIS,1ª Vara de Família e Sucessões,2026-06-30,12,96.5,8
ANÁPOLIS,1ª Vara de Família e Sucessões,2026-07-31,12,97.21,9
ANÁPOLIS,1ª Vara de Família e Sucessões,2026-08-31,12,97.93,10
ANÁPOLIS,1ª Vara de Família e Sucessões,2026-09-30,12,98.62,11
ANÁPOLIS,1ª Vara de Família e Sucessões,2026-10-31,12,99.33,12
ANÁPOLIS,1º Juizado Especial Criminal,2025-11-30,12,97.05,1
ANÁPOLIS,1º Juizado Especial Criminal,2025-12-31,12,97.66,2
ANÁPOLIS,1º Juizado Especial Criminal,2026-01-31,12,98.27,3
ANÁPOLIS,1º Juizado Especial Criminal,2026-02-28,12,98.82,4
ANÁPOLIS,1º Juizado Especial Criminal,2026-03-31,12,99.43,5
ANÁPOLIS,1º Juizado Especial Criminal,2026-04-30,12,100.0,6
ANÁPOLIS,1º Juizado Especial Criminal,2026-05-31,12,100.0,7
ANÁPOLIS,1º Juizado Especial Criminal,2026-06-30,12,100.0,8
ANÁPOLIS,1º Juizado Especial Criminal,2026-07-31,12,100.0,9
ANÁPOLIS,1º Juizado Especial Criminal,2026-08-31,12,100.0,10
ANÁPOLIS,1º Juizado Especial Criminal,2026-09-30,12,100.0,11
ANÁPOLIS,1º Juizado Especial Criminal,2026-10-31,12,100.0,12
ANÁPOLIS,1º Juizado Especial Cível,2025-11-30,12,64.27,1
ANÁPOLIS,1º Juizado Especial Cível,2025-12-31,12,65.45,2
ANÁPOLIS,1º Juizado Especial Cível,2026-01-31,12,66.62,3
ANÁPOLIS,1º Juizado Especial Cível,2026-02-28,12,67.68,4
ANÁPOLIS,1º Juizado Especial Cível,2026-03-31,12,68.86,5
ANÁPOLIS,1º Juizado Especial Cível,2026-04-30,12,69.99,6
ANÁPOLIS,1º Juizado Especial Cível,2026-05-31,12,71.17,7
ANÁPOLIS,1º Juizado Especial Cível,2026-06-30,12,72.3,8
ANÁPOLIS,1º Juizado Especial Cível,2026-07-31,12,73.48,9
ANÁPOLIS,1º Juizado Especial Cível,2026-08-31,12,74.65,10
ANÁPOLIS,1º Juizado Especial Cível,2026-09-30,12,75.79,11
ANÁPOLIS,1º Juizado Especial Cível,2026-10-31,12,76.96,12
ANÁPOLIS,2ª Vara Criminal,2025-11-30,12,96.72,1
ANÁPOLIS,2ª Vara Criminal,2025-12-31,12,97.2,2
ANÁPOLIS,2ª Vara Criminal,2026-01-31,12,97.68,3
ANÁPOLIS,2ª Vara Criminal,2026-02-28,12,98.11,4
ANÁPOLIS,2ª Vara Criminal,2026-03-31,12,98.59,5
ANÁPOLIS,2ª Vara Criminal,2026-04-30,12,99.05,6
ANÁPOLIS,2ª Vara Criminal,2026-05-31,12,99.53,7
ANÁPOLIS,2ª Vara Criminal,2026-06-30,12,99.99,8
ANÁPOLIS,2ª Vara Criminal,2026-07-31,12,100.0,9
ANÁPOLIS,2ª Vara Criminal,2026-08-31,12,100.0,10
ANÁPOLIS,2ª Vara Criminal,2026-09-30,12,100.0,11
ANÁPOLIS,2ª Vara Criminal,2026-10-31,12,100.0,12
ANÁPOLIS,2ª Vara Cível,2025-11-30,12,94.28,1
ANÁPOLIS,2ª Vara Cível,2025-12-31,12,94.25,2
ANÁPOLIS,2ª Vara Cível,2026-01-31,12,94.23,3
ANÁPOLIS,2ª Vara Cível,2026-02-28,12,94.21,4
ANÁPOLIS,2ª Vara Cível,2026-03-31,12,94.19,5
ANÁPOLIS,2ª Vara Cível,2026-04-30,12,94.17,6
ANÁPOLIS,2ª Vara Cível,2026-05-31,12,94.15,7
ANÁPOLIS,2ª Vara Cível,2026-06-30,12,94.13,8
ANÁPOLIS,2ª Vara Cível,2026-07-31,12,94.11,9
ANÁPOLIS,2ª Vara Cível,2026-08-31,12,94.09,10
ANÁPOLIS,2ª Vara Cível,2026-09-30,12,94.06,11
ANÁPOLIS,2ª Vara Cível,2026-10-31,12,94.04,12
ANÁPOLIS,2ª Vara de Família e Sucessões,2025-11-30,12,98.38,1
ANÁPOLIS,2ª Vara de Família e Sucessões,2025-12-31,12,99.6,2
ANÁPOLIS,2ª Vara de Família e Sucessões,2026-01-31,12,100.0,3
ANÁPOLIS,2ª Vara de Família e Sucessões,2026-02-28,12,100.0,4
ANÁPOLIS,2ª Vara de Família e Sucessões,2026-03-31,12,100.0,5
ANÁPOLIS,2ª Vara de Família e Sucessões,2026-04-30,12,100.0,6
ANÁPOLIS,2ª Vara de Família e Sucessões,2026-05-31,12,100.0,7
ANÁPOLIS,2ª Vara de Família e Sucessões,2026-06-30,12,100.0,8
ANÁPOLIS,2ª Vara de Família e Sucessões,2026-07-31,12,100.0,9
ANÁPOLIS,2ª Vara de Família e Sucessões,2026-08-31,12,100.0,10
ANÁPOLIS,2ª Vara de Família e Sucessões,2026-09-30,12,100.0,11
ANÁPOLIS,2ª Vara de Família e Sucessões,2026-10-31,12,100.0,12
ANÁPOLIS,2º Juizado Especial Cível,2025-11-30,12,73.98,1
ANÁPOLIS,2º Juizado Especial Cível,2025-12-31,12,74.95,2
ANÁPOLIS,2º Juizado Especial Cível,2026-01-31,12,75.91,3
ANÁPOLIS,2º Juizado Especial Cível,2026-02-28,12,76.78,4
ANÁPOLIS,2º Juizado Especial Cível,2026-03-31,12,77.75,5
ANÁPOLIS,2º Juizado Especial Cível,2026-04-30,12,78.68,6
ANÁPOLIS,2º Juizado Especial Cível,2026-05-31,12,79.65,7
ANÁPOLIS,2º Juizado Especial Cível,2026-06-30,12,80.58,8
ANÁPOLIS,2º Juizado Especial Cível,2026-07-31,12,81.55,9
ANÁPOLIS,2º Juizado Especial Cível,2026-08-31,12,82.52,10
ANÁPOLIS,2º Juizado Especial Cível,2026-09-30,12,83.45,11
ANÁPOLIS,2º Juizado Especial Cível,2026-10-31,12,84.42,12
ANÁPOLIS,3ª Vara Criminal,2025-11-30,12,100.0,1
ANÁPOLIS,3ª Vara Criminal,2025-12-31,12,100.0,2
ANÁPOLIS,3ª Vara Criminal,2026-01-31,12,100.0,3
ANÁPOLIS,3ª Vara Criminal,2026-02-28,12,100.0,4
ANÁPOLIS,3ª Vara Criminal,2026-03-31,12,100.0,5
ANÁPOLIS,3ª Vara Criminal,2026-04-30,12,100.0,6
ANÁPOLIS,3ª Vara Criminal,2026-05-31,12,100.0,7
ANÁPOLIS,3ª Vara Criminal,2026-06-30,12,100.0,8
ANÁPOLIS,3ª Vara Criminal,2026-07-31,12,100.0,9
ANÁPOLIS,3ª Vara Criminal,2026-08-31,12,100.0,10
ANÁPOLIS,3ª Vara Criminal,2026-09-30,12,100.0,11
ANÁPOLIS,3ª Vara Criminal,2026-10-31,12,100.0,12
ANÁPOLIS,3ª Vara Cível,2025-11-30,12,91.81,1
ANÁPOLIS,3ª Vara Cível,2025-12-31,12,91.68,2
ANÁPOLIS,3ª Vara Cível,2026-01-31,12,91.55,3
ANÁPOLIS,3ª Vara Cível,2026-02-28,12,91.43,4
ANÁPOLIS,3ª Vara Cível,2026-03-31,12,91.3,5
ANÁPOLIS,3ª Vara Cível,2026-04-30,12,91.17,6
ANÁPOLIS,3ª Vara Cível,2026-05-31,12,91.04,7
ANÁPOLIS,3ª Vara Cível,2026-06-30,12,90.91,8
ANÁPOLIS,3ª Vara Cível,2026-07-31,12,90.78,9
ANÁPOLIS,3ª Vara Cível,2026-08-31,12,90.65,10
ANÁPOLIS,3ª Vara Cível,2026-09-30,12,90.53,11
ANÁPOLIS,3ª Vara Cível,2026-10-31,12,90.39,12
ANÁPOLIS,3ª Vara de Família e Sucessões,2025-11-30,12,95.02,1
ANÁPOLIS,3ª Vara de Família e Sucessões,2025-12-31,12,95.39,2
ANÁPOLIS,3ª Vara de Família e Sucessões,2026-01-31,12,95.75,3
ANÁPOLIS,3ª Vara de Família e Sucessões,2026-02-28,12,96.09,4
ANÁPOLIS,3ª Vara de Família e Sucessões,2026-03-31,12,96.45,5
ANÁPOLIS,3ª Vara de Família e Sucessões,2026-04-30,12,96.81,6
ANÁPOLIS,3ª Vara de Família e Sucessões,2026-05-31,12,97.17,7
ANÁPOLIS,3ª Vara de Família e Sucessões,2026-06-30,12,97.53,8
ANÁPOLIS,3ª Vara de Família e Sucessões,2026-07-31,12,97.9,9
ANÁPOLIS,3ª Vara de Família e Sucessões,2026-08-31,12,98.26,10
ANÁPOLIS,3ª Vara de Família e Sucessões,2026-09-30,12,98.62,11
ANÁPOLIS,3ª Vara de Família e Sucessões,2026-10-31,12,98.98,12
ANÁPOLIS,3º Juizado Especial Cível,2025-11-30,12,50.79,1
ANÁPOLIS,3º Juizado Especial Cível,2025-12-31,12,51.82,2
ANÁPOLIS,3º Juizado Especial Cível,2026-01-31,12,52.86,3
ANÁPOLIS,3º Juizado Especial Cível,2026-02-28,12,53.79,4
ANÁPOLIS,3º Juizado Especial Cível,2026-03-31,12,54.82,5
ANÁPOLIS,3º Juizado Especial Cível,2026-04-30,12,55.82,6
ANÁPOLIS,3º Juizado Especial Cível,2026-05-31,12,56.85,7
ANÁPOLIS,3º Juizado Especial Cível,2026-06-30,12,57.85,8
ANÁPOLIS,3º Juizado Especial Cível,2026-07-31,12,58.88,9
ANÁPOLIS,3º Juizado Especial Cível,2026-08-31,12,59.92,10
ANÁPOLIS,3º Juizado Especial Cível,2026-09-30,12,60.91,11
ANÁPOLIS,3º Juizado Especial Cível,2026-10-31,12,61.95,12
ANÁPOLIS,4ª Vara Criminal (Presidência do Tribunal do Juri e execuções penais),2025-11-30,12,3.22,1
ANÁPOLIS,4ª Vara Criminal (Presidência do Tribunal do Juri e execuções penais),2025-12-31,12,3.09,2
ANÁPOLIS,4ª Vara Criminal (Presidência do Tribunal do Juri e execuções penais),2026-01-31,12,2.96,3
ANÁPOLIS,4ª Vara Criminal (Presidência do Tribunal do Juri e execuções penais),2026-02-28,12,2.85,4
ANÁPOLIS,4ª Vara Criminal (Presidência do Tribunal do Juri e execuções penais),2026-03-31,12,2.72,5
ANÁPOLIS,4ª Vara Criminal (Presidência do Tribunal do Juri e execuções penais),2026-04-30,12,2.59,6
ANÁPOLIS,4ª Vara Criminal (Presidência do Tribunal do Juri e execuções penais),2026-05-31,12,2.46,7
ANÁPOLIS,4ª Vara Criminal (Presidência do Tribunal do Juri e execuções penais),2026-06-30,12,2.34,8
ANÁPOLIS,4ª Vara Criminal (Presidência do Tribunal do Juri e execuções penais),2026-07-31,12,2.21,9
ANÁPOLIS,4ª Vara Criminal (Presidência do Tribunal do Juri e execuções penais),2026-08-31,12,2.08,10
ANÁPOLIS,4ª Vara Criminal (Presidência do Tribunal do Juri e execuções penais),2026-09-30,12,1.96,11
ANÁPOLIS,4ª Vara Criminal (Presidência do Tribunal do Juri e execuções penais),2026-10-31,12,1.83,12
ANÁPOLIS,4ª Vara Cível,2025-11-30,12,95.45,1
ANÁPOLIS,4ª Vara Cível,2025-12-31,12,95.47,2
ANÁPOLIS,4ª Vara Cível,2026-01-31,12,95.5,3
ANÁPOLIS,4ª Vara Cível,2026-02-28,12,95.52,4
ANÁPOLIS,4ª Vara Cível,2026-03-31,12,95.54,5
ANÁPOLIS,4ª Vara Cível,2026-04-30,12,95.57,6
ANÁPOLIS,4ª Vara Cível,2026-05-31,12,95.59,7
ANÁPOLIS,4ª Vara Cível,2026-06-30,12,95.61,8
ANÁPOLIS,4ª Vara Cível,2026-07-31,12,95.64,9
ANÁPOLIS,4ª Vara Cível,2026-08-31,12,95.66,10
ANÁPOLIS,4ª Vara Cível,2026-09-30,12,95.69,11
ANÁPOLIS,4ª Vara Cível,2026-10-31,12,95.71,12
ANÁPOLIS,4º Juizado Especial Cível,2025-11-30,12,77.78,1
ANÁPOLIS,4º Juizado Especial Cível,2025-12-31,12,79.3,2
ANÁPOLIS,4º Juizado Especial Cível,2026-01-31,12,80.81,3
ANÁPOLIS,4º Juizado Especial Cível,2026-02-28,12,82.18,4
ANÁPOLIS,4º Juizado Especial Cível,2026-03-31,12,83.7,5
ANÁPOLIS,4º Juizado Especial Cível,2026-04-30,12,85.17,6
ANÁPOLIS,4º Juizado Especial Cível,2026-05-31,12,86.69,7
ANÁPOLIS,4º Juizado Especial Cível,2026-06-30,12,88.15,8
ANÁPOLIS,4º Juizado Especial Cível,2026-07-31,12,89.67,9
ANÁPOLIS,4º Juizado Especial Cível,2026-08-31,12,91.19,10
ANÁPOLIS,4º Juizado Especial Cível,2026-09-30,12,92.66,11
ANÁPOLIS,4º Juizado Especial Cível,2026-10-31,12,94.17,12
ANÁPOLIS,5ª Vara Criminal,2025-11-30,12,100.0,1
ANÁPOLIS,5ª Vara Criminal,2025-12-31,12,100.0,2
ANÁPOLIS,5ª Vara Criminal,2026-01-31,12,100.0,3
ANÁPOLIS,5ª Vara Criminal,2026-02-28,12,100.0,4
ANÁPOLIS,5ª Vara Criminal,2026-03-31,12,100.0,5
ANÁPOLIS,5ª Vara Criminal,2026-04-30,12,100.0,6
ANÁPOLIS,5ª Vara Criminal,2026-05-31,12,100.0,7
ANÁPOLIS,5ª Vara Criminal,2026-06-30,12,100.0,8
ANÁPOLIS,5ª Vara Criminal,2026-07-31,12,100.0,9
ANÁPOLIS,5ª Vara Criminal,2026-08-31,12,100.0,10
ANÁPOLIS,5ª Vara Criminal,2026-09-30,12,100.0,11
ANÁPOLIS,5ª Vara Criminal,2026-10-31,12,100.0,12
ANÁPOLIS,5ª Vara Cível,2025-11-30,12,95.97,1
ANÁPOLIS,5ª Vara Cível,2025-12-31,12,96.1,2
ANÁPOLIS,5ª Vara Cível,2026-01-31,12,96.23,3
ANÁPOLIS,5ª Vara Cível,2026-02-28,12,96.35,4
ANÁPOLIS,5ª Vara Cível,2026-03-31,12,96.48,5
ANÁPOLIS,5ª Vara Cível,2026-04-30,12,96.61,6
ANÁPOLIS,5ª Vara Cível,2026-05-31,12,96.74,7
ANÁPOLIS,5ª Vara Cível,2026-06-30,12,96.87,8
ANÁPOLIS,5ª Vara Cível,2026-07-31,12,97.0,9
ANÁPOLIS,5ª Vara Cível,2026-08-31,12,97.14,10
ANÁPOLIS,5ª Vara Cível,2026-09-30,12,97.26,11
ANÁPOLIS,5ª Vara Cível,2026-10-31,12,97.4,12
ANÁPOLIS,6ª Vara Cível,2025-11-30,12,93.29,1
ANÁPOLIS,6ª Vara Cível,2025-12-31,12,93.36,2
ANÁPOLIS,6ª Vara Cível,2026-01-31,12,93.43,3
ANÁPOLIS,6ª Vara Cível,2026-02-28,12,93.5,4
ANÁPOLIS,6ª Vara Cível,2026-03-31,12,93.57,5
ANÁPOLIS,6ª Vara Cível,2026-04-30,12,93.63,6
ANÁPOLIS,6ª Vara Cível,2026-05-31,12,93.71,7
ANÁPOLIS,6ª Vara Cível,2026-06-30,12,93.77,8
ANÁPOLIS,6ª Vara Cível,2026-07-31,12,93.84,9
ANÁPOLIS,6ª Vara Cível,2026-08-31,12,93.91,10
ANÁPOLIS,6ª Vara Cível,2026-09-30,12,93.98,11
ANÁPOLIS,6ª Vara Cível,2026-10-31,12,94.05,12
ANÁPOLIS,Juizado da Infância e da Juventude,2025-11-30,12,89.61,1
ANÁPOLIS,Juizado da Infância e da Juventude,2025-12-31,12,91.47,2
ANÁPOLIS,Juizado da Infância e da Juventude,2026-01-31,12,93.34,3
ANÁPOLIS,Juizado da Infância e da Juventude,2026-02-28,12,95.02,4
ANÁPOLIS,Juizado da Infância e da Juventude,2026-03-31,12,96.89,5
ANÁPOLIS,Juizado da Infância e da Juventude,2026-04-30,12,98.69,6
