comarca,serventia,data_futura,horizonte_meses,taxa_prevista,mes_no_horizonte
ANÁPOLIS,4ª Vara Cível,2026-01-31,3,95.5,3
ANÁPOLIS,4º Juizado Especial Cível,2025-11-30,3,77.78,1
ANÁPOLIS,4º Juizado Especial Cível,2025-12-31,3,79.3,2
ANÁPOLIS,4º Juizado Especial Cível,2026-01-31,3,80.81,3
ANÁPOLIS,5ª Vara Criminal,2025-11-30,3,100.0,1
ANÁPOLIS,5ª Vara Criminal,2025-12-31,3,100.0,2
ANÁPOLIS,5ª Vara Criminal,2026-01-31,3,100.0,3
ANÁPOLIS,5ª Vara Cível,2025-11-30,3,95.97,1
ANÁPOLIS,5ª Vara Cível,2025-12-31,3,96.1,2
ANÁPOLIS,5ª Vara Cível,2026-01-31,3,96.23,3
ANÁPOLIS,6ª Vara Cível,2025-11-30,3,93.29,1
ANÁPOLIS,6ª Vara Cível,2025-12-31,3,93.36,2
ANÁPOLIS,6ª Vara Cível,2026-01-31,3,93.43,3
ANÁPOLIS,Juizado da Infância e da Juventude,2025-11-30,3,89.61,1
ANÁPOLIS,Juizado da Infância e da Juventude,2025-12-31,3,91.47,2
ANÁPOLIS,Juizado da Infância e da Juventude,2026-01-31,3,93.34,3
ANÁPOLIS,Juizado de Violência Doméstica e Familiar Contra a Mulher,2025-11-30,3,96.4,1
ANÁPOLIS,Juizado de Violência Doméstica e Familiar Contra a Mulher,2025-12-31,3,96.93,2
ANÁPOLIS,Juizado de Violência Doméstica e Familiar Contra a Mulher,2026-01-31,3,97.45,3
ANÁPOLIS,"Vara da Faz. Púb. Mun.,de Reg. Púb., e Amb.",2025-11-30,3,94.91,1
ANÁPOLIS,"Vara da Faz. Púb. Mun.,de Reg. Púb., e Amb.",2025-12-31,3,94.93,2
ANÁPOLIS,"Vara da Faz. Púb. Mun.,de Reg. Púb., e Amb.",2026-01-31,3,94.95,3
ANÁPOLIS,Vara da Fazenda Pública Estadual ,2025-11-30,3,87.74,1
ANÁPOLIS,Vara da Fazenda Pública Estadual ,2025-12-31,3,87.46,2
ANÁPOLIS,Vara da Fazenda Pública Estadual ,2026-01-31,3,87.19,3
APARECIDA DE GOIÂNIA,1ª Vara Criminal,2025-11-30,3,100.0,1
APARECIDA DE GOIÂNIA,1ª Vara Criminal,2025-12-31,3,100.0,2
APARECIDA DE GOIÂNIA,1ª Vara Criminal,2026-01-31,3,100.0,3
APARECIDA DE GOIÂNIA,"1ª Vara Criminal dos Crimes Dolosos contra a Vida, Tribunal do Júri e Execuções Penais (privativas de liberdade em regime aberto)",2025-11-30,3,77.25,1
APARECIDA DE GOIÂNIA,"1ª Vara Criminal dos Crimes Dolosos contra a Vida, Tribunal do Júri e Execuções Penais (privativas de liberdade em regime aberto)",2025-12-31,3,78.43,2
APARECIDA DE GOIÂNIA,"1ª Vara Criminal dos Crimes Dolosos contra a Vida, Tribunal do Júri e Execuções Penais (privativas de liberdade em regime aberto)",2026-01-31,3,79.6,3
APARECIDA DE GOIÂNIA,1ª Vara Cível,2025-11-30,3,95.35,1
APARECIDA DE GOIÂNIA,1ª Vara Cível,2025-12-31,3,95.32,2
APARECIDA DE GOIÂNIA,1ª Vara Cível,2026-01-31,3,95.29,3
APARECIDA DE GOIÂNIA,1ª Vara de Família e Sucessões,2025-11-30,3,97.22,1
APARECIDA DE GOIÂNIA,1ª Vara de Família e Sucessões,2025-12-31,3,98.18,2
APARECIDA DE GOIÂNIA,1ª Vara de Família e Sucessões,2026-01-31,3,99.13,3
APARECIDA DE GOIÂNIA,1° Juizado de Violência Doméstica e Familiar contra a Mulher,2025-11-30,3,85.12,1
APARECIDA DE GOIÂNIA,1° Juizado de Violência Doméstica e Familiar contra a Mulher,2025-12-31,3,85.56,2
APARECIDA DE GOIÂNIA,1° Juizado de Violência Doméstica e Familiar contra a Mulher,2026-01-31,3,86.01,3
APARECIDA DE GOIÂNIA,1º Juizado Especial Criminal,2025-11-30,3,100.0,1
APARECIDA DE GOIÂNIA,1º Juizado Especial Criminal,2025-12-31,3,100.0,2
APARECIDA DE GOIÂNIA,1º Juizado Especial Criminal,2026-01-31,3,100.0,3
APARECIDA DE GOIÂNIA,1º Juizado Especial Cível,2025-11-30,3,78.27,1
APARECIDA DE GOIÂNIA,1º Juizado Especial Cível,2025-12-31,3,79.94,2
APARECIDA DE GOIÂNIA,1º Juizado Especial Cível,2026-01-31,3,81.61,3
APARECIDA DE GOIÂNIA,2ª Vara Criminal,2025-11-30,3,100.0,1
APARECIDA DE GOIÂNIA,2ª Vara Criminal,2025-12-31,3,100.0,2
APARECIDA DE GOIÂNIA,2ª Vara Criminal,2026-01-31,3,100.0,3
APARECIDA DE GOIÂNIA,"2ª Vara Criminal dos Crimes Dolosos contra a Vida, Tribunal do Júri e Execuções Penais (restritivas de direito, alternativas e de multa)",2025-11-30,3,100.0,1
APARECIDA DE GOIÂNIA,"2ª Vara Criminal dos Crimes Dolosos contra a Vida, Tribunal do Júri e Execuções Penais (restritivas de direito, alternativas e de multa)",2025-12-31,3,100.0,2
APARECIDA DE GOIÂNIA,"2ª Vara Criminal dos Crimes Dolosos contra a Vida, Tribunal do Júri e Execuções Penais (restritivas de direito, alternativas e de multa)",2026-01-31,3,100.0,3
APARECIDA DE GOIÂNIA,2ª Vara Cível,2025-11-30,3,95.46,1
APARECIDA DE GOIÂNIA,2ª Vara Cível,2025-12-31,3,95.46,2
APARECIDA DE GOIÂNIA,2ª Vara Cível,2026-01-31,3,95.47,3
APARECIDA DE GOIÂNIA,2ª Vara de Família e Sucessões,2025-11-30,3,97.7,1
APARECIDA DE GOIÂNIA,2ª Vara de Família e Sucessões,2025-12-31,3,98.59,2
APARECIDA DE GOIÂNIA,2ª Vara de Família e Sucessões,2026-01-31,3,99.48,3
APARECIDA DE GOIÂNIA,2º Juizado Especial Cível,2025-11-30,3,77.78,1
APARECIDA DE GOIÂNIA,2º Juizado Especial Cível,2025-12-31,3,78.35,2
APARECIDA DE GOIÂNIA,2º Juizado Especial Cível,2026-01-31,3,78.92,3
APARECIDA DE GOIÂNIA,2º Juizado de Violência Doméstica e Familiar contra a Mulher,2025-11-30,3,91.46,1
APARECIDA DE GOIÂNIA,2º Juizado de Violência Doméstica e Familiar contra a Mulher,2025-12-31,3,92.49,2
APARECIDA DE GOIÂNIA,2º Juizado de Violência Doméstica e Familiar contra a Mulher,2026-01-31,3,93.53,3
APARECIDA DE GOIÂNIA,3ª Vara Criminal,2025-11-30,3,100.0,1
APARECIDA DE GOIÂNIA,3ª Vara Criminal,2025-12-31,3,100.0,2
APARECIDA DE GOIÂNIA,3ª Vara Criminal,2026-01-31,3,100.0,3
APARECIDA DE GOIÂNIA,3ª Vara Cível,2025-11-30,3,95.13,1
APARECIDA DE GOIÂNIA,3ª Vara Cível,2025-12-31,3,95.08,2
APARECIDA DE GOIÂNIA,3ª Vara Cível,2026-01-31,3,95.04,3
APARECIDA DE GOIÂNIA,3ª Vara de Família e Sucessões,2025-11-30,3,93.58,1
APARECIDA DE GOIÂNIA,3ª Vara de Família e Sucessões,2025-12-31,3,94.19,2
APARECIDA DE GOIÂNIA,3ª Vara de Família e Sucessões,2026-01-31,3,94.8,3
APARECIDA DE GOIÂNIA,3º Juizado Especial Cível,2025-11-30,3,83.88,1
APARECIDA DE GOIÂNIA,3º Juizado Especial Cível,2025-12-31,3,84.4,2
APARECIDA DE GOIÂNIA,3º Juizado Especial Cível,2026-01-31,3,84.91,3
APARECIDA DE GOIÂNIA,4ª Vara Criminal,2025-11-30,3,100.0,1
APARECIDA DE GOIÂNIA,4ª Vara Criminal,2025-12-31,3,100.0,2
APARECIDA DE GOIÂNIA,4ª Vara Criminal,2026-01-31,3,100.0,3
APARECIDA DE GOIÂNIA,4ª Vara Cível,2025-11-30,3,96.47,1
APARECIDA DE GOIÂNIA,4ª Vara Cível,2025-12-31,3,96.46,2
APARECIDA DE GOIÂNIA,4ª Vara Cível,2026-01-31,3,96.44,3
APARECIDA DE GOIÂNIA,5ª Vara Cível,2025-11-30,3,95.69,1
APARECIDA DE GOIÂNIA,5ª Vara Cível,2025-12-31,3,95.67,2
APARECIDA DE GOIÂNIA,5ª Vara Cível,2026-01-31,3,95.66,3
APARECIDA DE GOIÂNIA,6ª Vara Cível,2025-11-30,3,95.46,1
APARECIDA DE GOIÂNIA,6ª Vara Cível,2025-12-31,3,95.43,2
APARECIDA DE GOIÂNIA,6ª Vara Cível,2026-01-31,3,95.39,3
APARECIDA DE GOIÂNIA,Juizado da Infância e da Juventude,2025-11-30,3,93.79,1
APARECIDA DE GOIÂNIA,Juizado da Infância e da Juventude,2025-12-31,3,95.88,2
APARECIDA DE GOIÂNIA,Juizado da Infância e da Juventude,2026-01-31,3,97.97,3
APARECIDA DE GOIÂNIA,"Vara da Fazenda Púb. Municipal, de Reg. Púb. e Ambiental",2025-11-30,3,98.71,1
APARECIDA DE GOIÂNIA,"Vara da Fazenda Púb. Municipal, de Reg. Púb. e Ambiental",2025-12-31,3,98.79,2
APARECIDA DE GOIÂNIA,"Vara da Fazenda Púb. Municipal, de Reg. Púb. e Ambiental",2026-01-31,3,98.87,3
APARECIDA DE GOIÂNIA,Vara da Fazenda Pública Estadual,2025-11-30,3,86.97,1
APARECIDA DE GOIÂNIA,Vara da Fazenda Pública Estadual,2025-12-31,3,86.64,2
APARECIDA DE GOIÂNIA,Vara da Fazenda Pública Estadual,2026-01-31,3,86.32,3
ARAGARÇAS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2025-11-30,3,91.89,1
ARAGARÇAS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2025-12-31,3,92.01,2
ARAGARÇAS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-01-31,3,92.13,3
ARAGARÇAS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2025-11-30,3,95.54,1
ARAGARÇAS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2025-12-31,3,95.71,2
ARAGARÇAS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-01-31,3,95.88,3
ARAÇU,Vara Judicial,2025-11-30,3,94.43,1
ARAÇU,Vara Judicial,2025-12-31,3,94.7,2
ARAÇU,Vara Judicial,2026-01-31,3,94.97,3
ARUANÃ,Vara Judicial,2025-11-30,3,93.61,1
ARUANÃ,Vara Judicial,2025-12-31,3,93.88,2
ARUANÃ,Vara Judicial,2026-01-31,3,94.15,3
AURILÂNDIA,Vara Judicial,2025-11-30,3,93.03,1
AURILÂNDIA,Vara Judicial,2025-12-31,3,93.14,2
AURILÂNDIA,Vara Judicial,2026-01-31,3,93.26,3
BARRO ALTO,Vara Judicial,2025-11-30,3,97.28,1
BARRO ALTO,Vara Judicial,2025-12-31,3,97.43,2
BARRO ALTO,Vara Judicial,2026-01-31,3,97.58,3
BELA VISTA DE GOIÁS,Vara Judicial,2025-11-30,3,96.36,1
BELA VISTA DE GOIÁS,Vara Judicial,2025-12-31,3,96.72,2
BELA VISTA DE GOIÁS,Vara Judicial,2026-01-31,3,97.07,3
BOM JESUS DE GOIÁS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2025-11-30,3,96.7,1
BOM JESUS DE GOIÁS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2025-12-31,3,97.55,2
BOM JESUS DE GOIÁS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-01-31,3,98.4,3
BOM JESUS DE GOIÁS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2025-11-30,3,100.0,1
BOM JESUS DE GOIÁS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2025-12-31,3,100.0,2
BOM JESUS DE GOIÁS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-01-31,3,100.0,3
BURITI ALEGRE,Vara Judicial,2025-11-30,3,94.99,1
BURITI ALEGRE,Vara Judicial,2025-12-31,3,95.4,2
BURITI ALEGRE,Vara Judicial,2026-01-31,3,95.8,3
CACHOEIRA ALTA,Vara Judicial,2025-11-30,3,89.42,1
CACHOEIRA ALTA,Vara Judicial,2025-12-31,3,89.92,2
CACHOEIRA ALTA,Vara Judicial,2026-01-31,3,90.42,3
CAIAPÔNIA,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2025-11-30,3,89.49,1
CAIAPÔNIA,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2025-12-31,3,89.73,2
CAIAPÔNIA,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-01-31,3,89.98,3
CAIAPÔNIA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2025-11-30,3,98.09,1
CAIAPÔNIA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2025-12-31,3,98.37,2
CAIAPÔNIA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-01-31,3,98.64,3
CALDAS NOVAS,1ª Vara (Cível e da Inf. e da Juv.),2025-11-30,3,94.4,1
CALDAS NOVAS,1ª Vara (Cível e da Inf. e da Juv.),2025-12-31,3,94.43,2
CALDAS NOVAS,1ª Vara (Cível e da Inf. e da Juv.),2026-01-31,3,94.47,3
CALDAS NOVAS,"1ª Vara Criminal (crimes dolosos contra a vida, Pres. Trib Juri e Execução Penal)",2025-11-30,3,47.37,1
CALDAS NOVAS,"1ª Vara Criminal (crimes dolosos contra a vida, Pres. Trib Juri e Execução Penal)",2025-12-31,3,48.32,2
CALDAS NOVAS,"1ª Vara Criminal (crimes dolosos contra a vida, Pres. Trib Juri e Execução Penal)",2026-01-31,3,49.28,3
CALDAS NOVAS,1º Juizado Especial Cível e Criminal,2025-11-30,3,89.62,1
CALDAS NOVAS,1º Juizado Especial Cível e Criminal,2025-12-31,3,89.68,2
CALDAS NOVAS,1º Juizado Especial Cível e Criminal,2026-01-31,3,89.74,3
CALDAS NOVAS,"2ª Vara (Cível, Faz Públicas Estadual e Residual e Registros Públicos)",2025-11-30,3,91.53,1
CALDAS NOVAS,"2ª Vara (Cível, Faz Públicas Estadual e Residual e Registros Públicos)",2025-12-31,3,91.48,2
CALDAS NOVAS,"2ª Vara (Cível, Faz Públicas Estadual e Residual e Registros Públicos)",2026-01-31,3,91.43,3
CALDAS NOVAS,2ª Vara Criminal (crimes em geral),2025-11-30,3,100.0,1
CALDAS NOVAS,2ª Vara Criminal (crimes em geral),2025-12-31,3,100.0,2
CALDAS NOVAS,2ª Vara Criminal (crimes em geral),2026-01-31,3,100.0,3
CALDAS NOVAS,2º Juizado Especial Cível e Criminal,2025-11-30,3,89.92,1
CALDAS NOVAS,2º Juizado Especial Cível e Criminal,2025-12-31,3,89.98,2
CALDAS NOVAS,2º Juizado Especial Cível e Criminal,2026-01-31,3,90.04,3
CALDAS NOVAS,"3ª Vara (Cível, Fazenda Pública Municipal e Ambiental)",2025-11-30,3,92.11,1
CALDAS NOVAS,"3ª Vara (Cível, Fazenda Pública Municipal e Ambiental)",2025-12-31,3,92.05,2
CALDAS NOVAS,"3ª Vara (Cível, Fazenda Pública Municipal e Ambiental)",2026-01-31,3,92.0,3
CALDAS NOVAS,3ª Vara Criminal (crimes em geral),2025-11-30,3,100.0,1
CALDAS NOVAS,3ª Vara Criminal (crimes em geral),2025-12-31,3,100.0,2
CALDAS NOVAS,3ª Vara Criminal (crimes em geral),2026-01-31,3,100.0,3
CALDAS NOVAS,Vara de Família e Sucessões,2025-11-30,3,95.22,1
CALDAS NOVAS,Vara de Família e Sucessões,2025-12-31,3,95.42,2
CALDAS NOVAS,Vara de Família e Sucessões,2026-01-31,3,95.62,3
CAMPINORTE,Vara Judicial,2025-11-30,3,95.41,1
CAMPINORTE,Vara Judicial,2025-12-31,3,95.74,2
CAMPINORTE,Vara Judicial,2026-01-31,3,96.07,3
CAMPOS BELOS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2025-11-30,3,95.08,1
CAMPOS BELOS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2025-12-31,3,95.48,2
CAMPOS BELOS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",2026-01-31,3,95.89,3
CAMPOS BELOS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2025-11-30,3,95.1,1
CAMPOS BELOS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2025-12-31,3,95.21,2
CAMPOS BELOS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",2026-01-31,3,95.31,3
CATALÃO,1ª Vara Criminal (crimes em geral e execuções penais),2025-11-30,3,83.73,1
CATALÃO,1ª Vara Criminal (crimes em geral e execuções penais),2025-12-31,3,84.45,2
CATALÃO,1ª Vara Criminal (crimes em geral e execuções penais),2026-01-31,3,85.18,3
CATALÃO,1ª Vara Cível,2025-11-30,3,95.5,1
CATALÃO,1ª Vara Cível,2025-12-31,3,95.49,2
CATALÃO,1ª Vara Cível,2026-01-31,3,95.49,3
CATALÃO,1ª Vara de Família e Sucessões,2025-11-30,3,93.18,1
CATALÃO,1ª Vara de Família e Sucessões,2025-12-31,3,94.14,2
CATALÃO,1ª Vara de Família e Sucessões,2026-01-31,3,95.11,3
CATALÃO,1º Juizado Especial Cível e Criminal,2025-11-30,3,71.39,1
CATALÃO,1º Juizado Especial Cível e Criminal,2025-12-31,3,72.75,2
CATALÃO,1º Juizado Especial Cível e Criminal,2026-01-31,3,74.11,3
CATALÃO,"2ª Vara Criminal (Crimes em geral, Crimes dolosos contra a vida e Presidência do Tribunal do Júri e Crimes envolvendo Violência Doméstica)",2025-11-30,3,96.32,1
CATALÃO,"2ª Vara Criminal (Crimes em geral, Crimes dolosos contra a vida e Presidência do Tribunal do Júri e Crimes envolvendo Violência Doméstica)",2025-12-31,3,97.12,2
CATALÃO,"2ª Vara Criminal (Crimes em geral, Crimes dolosos contra a vida e Presidência do Tribunal do Júri e Crimes envolvendo Violência Doméstica)",2026-01-31,3,97.93,3
CATALÃO,2ª Vara Cível,2025-11-30,3,95.88,1
CATALÃO,2ª Vara Cível,2025-12-31,3,95.88,2
CATALÃO,2ª Vara Cível,2026-01-31,3,95.89,3
CATALÃO,2ª Vara de Família e da Infância e da Juventude,2025-11-30,3,93.73,1
CATALÃO,2ª Vara de Família e da Infância e da Juventude,2025-12-31,3,95.17,2
CATALÃO,2ª Vara de Família e da Infância e da Juventude,2026-01-31,3,96.6,3
CATALÃO,2º Juizado Especial Cível e Criminal,2025-11-30,3,73.73,1
CATALÃO,2º Juizado Especial Cível e Criminal,2025-12-31,3,75.37,2
CATALÃO,2º Juizado Especial Cível e Criminal,2026-01-31,3,77.0,3
CATALÃO,Vara de Fazendas Públicas e Registros Públicos,2025-11-30,3,90.2,1
CATALÃO,Vara de Fazendas Públicas e Registros Públicos,2025-12-31,3,90.31,2
CATALÃO,Vara de Fazendas Públicas e Registros Públicos,2026-01-31,3,90.41,3
CAVALCANTE,Vara Judicial,2025-11-30,3,89.61,1
CAVALCANTE,Vara Judicial,2025-12-31,3,89.56,2
CAVALCANTE,Vara Judicial,2026-01-31,3,89.51,3
CAÇU,Vara Judicial,2025-11-30,3,95.53,1
CAÇU,Vara Judicial,2025-12-31,3,95.85,2
CAÇU,Vara Judicial,2026-01-31,3,96.17,3
CERES,"1ª Vara (Cív., Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",2025-11-30,3,97.19,1
CERES,"1ª Vara (Cív., Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",2025-12-31,3,97.47,2
CERES,"1ª Vara (Cív., Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",2026-01-31,3,97.76,3
CERES,"2ªVara (Cív, Criminal - crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri das Faz. Púb. e de Reg. Púb.)",2025-11-30,3,90.86,1
CERES,"2ªVara (Cív, Criminal - crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri das Faz. Púb. e de Reg. Púb.)",2025-12-31,3,90.95,2
CERES,"2ªVara (Cív, Criminal - crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri das Faz. Púb. e de Reg. Púb.)",2026-01-31,3,91.04,3
CERES,Juizado Especial Cível e Criminal,2025-11-30,3,85.83,1
CERES,Juizado Especial Cível e Criminal,2025-12-31,3,86.67,2
CERES,Juizado Especial Cível e Criminal,2026-01-31,3,87.51,3
CIDADE OCIDENTAL,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",2025-11-30,3,99.63,1
CIDADE OCIDENTAL,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",2025-12-31,3,100.0,2
CIDADE OCIDENTAL,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",2026-01-31,3,100.0,3
CIDADE OCIDENTAL,"2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental)",2025-11-30,3,90.17,1
CIDADE OCIDENTAL,"2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental)",2025-12-31,3,90.13,2
CIDADE OCIDENTAL,"2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental)",2026-01-31,3,90.08,3
